ID,time,category,location,sublocation,description,disposition
2110110020,11:22,"Hit & Run Property Damage only","Sir Francis Drake Bl/Willow Av",N/A,"RP is reporting a cold 20001 she was side swiped on 10-09-21 at 1015 hours.","Service Provided."
2110110021,11:39,"Restraining Order Violation","Rockridge Rd",N/A,"RO reporting a subject violated a restraing order and tried to call the RP on 10/03/2021.","Report Taken."
2110110023,12:12,"Parking Complaint","Cascade Dr",N/A,"RP is reporting a van leaving insufficient clearance.","Service Provided."
2110110027,12:28,"Juvenile Problem","Center Bl",N/A,"Two J's riding east bound on drake, one of the J's is Rio.","Report Taken."
2110110028,13:01,"Meet the Citizen","Bolinas Rd","Police Department","Property release.","Service Provided."
2110110030,13:59,"Meet the Citizen","Bolinas Rd","Police Department","RP requesting 10-21 from 5K10 regarding #2108370029.","Service Provided."
2110110031,15:00,"Parking Complaint","Scenic Rd",N/A,"Parked on the wrong side of the street.","Citation Issued."
2110110039,19:58,"ALARM","Glen Dr","White Hill Middle School","POA Point 56 Rm 214 door.","Service Provided."
2110110043,20:56,"Noise Complaint","Sir Francis Drake Bl","Wu Wei Tea Temple","RP requesting an Officer to respond and have them to lower music.","Log Entry Only."
2110110045,21:55,"Welfare Check","Cypress Dr",N/A,"RP reports she has not spoken to her grandmother for a few days now and is not answering her phone at all today.","Response Canceled."
2110110046,22:38,"Assist Outside Agency - Law Enforcement","Sir Francis Drake Bl","Oak Manor 7-11","Out with MCSO.","Service Provided."
2110120003,02:16,"Footbeat","Downtown-Bolinas Rd/Broadway",N/A,"","Extra Patrol."
2110120015,09:32,"Parking Complaint","Hillside Dr/Deer Park Dr",N/A,"","Service Provided."
2110120019,09:53,"Chalking for Parking Enforcement","Downtown-Bolinas Rd/Broadway",N/A,"","Service Provided."
2110120020,10:15,"Cite Sign Off","Community Church-Sir Francis Drake Bl",N/A,"","Service Provided."
2110120022,10:50,"Abandoned Vehicle","Creek Rd/Bolinas Rd",N/A,"Silver dodge that has been parked for 2 weeks without moving.","Log Entry Only."
2110120025,10:57,"Abandoned Vehicle","Creek Rd/Bolinas Rd",N/A,"RP reporting a burgundy Ford F150 parked for one week without moving.","Log Entry Only."
2110120033,14:25,"Welfare Check","Bothin Rd",N/A,"RP requesting welfare, on her brother. They have a good relationship and when she called earlier today she felt like his wife was demanding him to get off the phone. RPs brother has been having issues with his wife lately and believes something is going on.","Service Provided."
2110120036,15:15,"Parking Complaint","Iron Springs Rd",N/A,"RP reporting 3 vehicles that are not from the area parked and not leaving sufficient clearance. No plate info, 2 white sedans and 1 white truck.","Service Provided."
2110120037,16:49,"Parking Complaint","Azalea Av",N/A,"RP reporting a gray suv leaving insufficient clearance.","GOA/UTL."
2110120038,17:27,"Barking Dog","Lansdale Av Residence #1-Lansdale Av",N/A,"","Service Provided."
2110120039,17:34,"Any civil problem","Bolinas Rd","Police Department","","Service Provided."
2110120040,17:53,"Animal Complaint/Problem Misc","Cascade Dr/Laurel Dr",N/A,"PR reporting a medium sized bird on the ground, with a broken wing.","Service Provided."
2110120042,19:24,"Cite Sign Off","Bolinas Rd","Police Department","","Service Provided."
2110120044,19:54,"Animal Complaint/Problem Misc","Broadway","Broadway Lot","RP is with lost dog and had no sucess calling number listed on collar.","Outside Assist."
2110120045,20:13,"Footbeat","Rear Of Pavilion-Bolinas Rd",N/A,"","Extra Patrol."
2110120046,20:22,"Suspicious Circumstances","East Rd",N/A,"Rp advised she was hearing loud bangs on the door, but turned out they were juvenilles dig dong ditching.Cellular E911 Call: Lat:37.962436 Lon:-122.5638Service Class: WPH2.","Log Entry Only."
2110120047,20:30,"Driving Under the Influence","Scenic Rd","Driveway Of","RP advising of possible 23152 driver traveling westbound past Rhino Gas. CMPA also called in vehicle after multiple calls, refer to event #L21117014.","Arrest Made."
2110120048,20:33,"Vehicle Accident - Non Injury","Broadway","Lumber And Hardware","Collision related to incident #2110120047. While on 911 w/ driver, a collision between her vehicle and patrol unit occurred. Patrol unit was following for 23152 detail.","Report Taken."
2110120049,22:53,"Generic Fire Call/Not Specified","Bolinas Rd","French Laundry & Cleaner","Blue Command advised of structure fire.","Report Taken."
2110130001,00:55,"ALARM","Glen Dr","White Hill Middle School","POA - Portables activation.","Alarm - False or Unk Reason for Activation."
2110130002,02:41,"911 HANG UPS / MISDIALS / ETC","Taylor Dr","Bennett House","RP called 911 two times (once two minutes prior to this incident) to request assistance opening his dresser drawer to get an item.","Log Entry Only."
2110130003,05:08,"ALARM","Glen Dr","White Hill Middle School","POA -Portables.","Log Entry Only."
2110130005,08:07,"Traffic Complaint / Problem","Sir Francis Drake Bl",N/A,"Truck ran a red light. LS west bound on Drake. Large white truck with cherry sticker on bumper.","GOA/UTL."
2110130009,09:19,"Hazard","Park Rd","Women's Club","/Wreden Av. A lumber wood fell on the roadway across from Women's club. There are workers in the area and would like an officer to check the area.","Service Provided."
2110130010,09:57,"Chalking for Parking Enforcement","Downtown-Bolinas Rd/Broadway",N/A,"","Service Provided."
2110130016,11:22,"Footbeat","Downtown-Bolinas Rd/Broadway",N/A,"","Extra Patrol."
2110130021,14:42,"Cite Sign Off","Java Hut-Center Bl",N/A,"Fronting.","Service Provided."
2110130022,14:43,"Parking Complaint","Scenic Rd",N/A,"","Service Provided."
2110130023,15:12,"Miscellaneous Service","Hillside Dr",N/A,"Follow up.","Service Provided."
2110130038,22:55,"Meet the Citizen","Bolinas Rd","Police Department","RP came into front lobby requesting a transport to his residence. RP stated he and his mother got into a verbal argument so RP left to give them both space. RP stated mother is currently refusing to pick him up from downtown Fairfax.","Report Taken."
2110130039,23:48,"ALARM","Glen Dr","White Hill Middle School","POA - Portables.","Log Entry Only."
2110140005,04:50,"ALARM","Glen Dr","White Hill Middle School","POA - Portables.","Alarm - False or Unk Reason for Activation."
2110140006,05:07,"Noise Complaint","Sir Francis Drake Bl","Split Rock Tap And Wheel","RP advising of someone using a leafblower. RP described the noise as "hella loud" and that no one should be doing that at this time.","GOA/UTL."
2110140007,06:10,"Traffic Complaint / Problem","Sir Francis Drake Bl/Oak Tree Ln",N/A,"RP advising of speeding motorists in the area. RP would like a show of colors.","Service Provided."
2110140009,07:00,"Welfare Check","Creek Rd",N/A,"Several calls received from the above number on the main business line. someone could be heard in the background moving around, and this was also checked for a TDD call, when no response was typed. Number returns in RIMS to the above address.","Service Provided."
2110140010,09:04,"Abandoned Vehicle","Tamalpais Rd",N/A,"RP reports a copper colored Ford Taurus parked without moving for 3 weeks.","Service Provided."
2110140011,09:06,"Abandoned Vehicle","Forrest Av",N/A,"Anonymous RP reports an ongoing problem with a vehicle being stored on the street, and only moving when it gets called in as abandoned. Vehicle is currently back in the same place the rp called it in 2 weeks ago.","Service Provided."
2110140012,10:03,"Chalking for Parking Enforcement","Downtown-Bolinas Rd/Broadway",N/A,"","Service Provided."
2110140013,12:04,"Fingerprinting","Bolinas Rd","Police Department","Livescan.","Service Provided."
2110140014,12:06,"Fingerprinting","Bolinas Rd","Police Department","RP at the front counter for a livescan appointment.","Service Provided."
2110140018,14:24,"Citizen Assist","Bolinas Rd","Police Department","RP is at the FPD front counter wishing to speak to the W/C about her car constantly being marked as abandoned.","Service Provided."
2110140021,15:51,"Parking Complaint","Park Rd",N/A,"RP is reporting a blue Tesla parked blocking his driveway.","Response Canceled."
2110140022,16:13,"Parking Complaint","Maple Av/Willow Av",N/A,"White Ford F-150 with ladders on top parked in front of a fire hydrant.","Citation Issued."
2110140032,22:21,"Warrant Criminal","Mono Lot-Mono Av",N/A,"","Arrest Made."
2110150001,00:03,"ALARM","Glen Dr","White Hill Middle School","POA: Portables.","Alarm - False or Unk Reason for Activation."
2110150003,00:38,"Suspicious Vehicle","Post Office-Center Bl",N/A,"","Service Provided."
2110150004,01:32,"ALARM","Glen Dr","White Hill Middle School","POA: Second floor entry motion.","Alarm - False or Unk Reason for Activation."
2110150005,01:40,"Suspicious Circumstances","Sir Francis Drake Bl","Victory Village","VIA 911 transfer from COMM CENTER. RP reporting someone is in her house.","Service Provided."
2110150013,07:26,"Miscellaneous Service","Bolinas Rd","Police Department","RP came to FPD, and turned in ammunition he found at his vacation home.","Report Taken."
2110150014,07:44,"ALARM","Oak Manor Dr","Manor School","RP advised the alarm was triggered at the school's entry/exit doors.","Alarm - False or Unk Reason for Activation."
2110150018,08:17,"Suspicious Circumstances","Oak Manor Dr","Manor School","RP advised of a vehicle parked for 72 hours in the "circle" area of the school's parking lot.","Service Provided."
2110150020,09:04,"Chalking for Parking Enforcement","Downtown-Bolinas Rd/Broadway",N/A,"","Service Provided."
2110150021,09:05,"Suspicious Circumstances","Hillside Dr",N/A,"RP advised that her neighbor saw a dog wandering in the street; the neighbor noted that the dog was near a home with no car in the driveway, and an open door at the house.","Service Provided."
2110150023,10:09,"Abandoned Vehicle","Bolinas Rd",N/A,"RP advised a vehicle has been parked in the same spot since 10/1/21.","Log Entry Only."
2110150024,10:11,"Generic Fire Call/Not Specified","Cascade Dr",N/A,"RP advised of a chemical smell coming from his neighbor's yard. RP was transferred to FD dispatch.","Log Entry Only."
2110150026,11:08,"Lost/Stolen","Bolinas Rd/Broadway","Downtown","RP advised she lost her red, sparkly cased, iphone 10, in the area on either Monday, 10/11, or Tuesday, 10/12.","Log Entry Only."
2110150027,11:13,"Traffic Complaint / Problem","Broadway/Azalea Av",N/A,"RP advised of a recklessly driven vehicle that crossed over double yellow lines and caused other cars to make evasive manueuvers.","Service Provided."
2110150030,12:00,"Found Property","Creek Rd",N/A,"RP found a red B of A debit card in the street.","Log Entry Only."
2110150031,12:12,"Parking Complaint","Willow Av/Maple Av",N/A,"Citizen advised of a large RV parked for a few days, blocking both the sidewalk and the street.","Service Provided."
2110150032,12:39,"Cite Sign Off","Police Department-Bolinas Rd",N/A,"RP in front lobby for a cite sign off.","Service Provided."
2110150033,12:41,"Cite Sign Off","Bolinas Rd","Police Department","","Log Entry Only."
2110150041,15:20,"With Subjects","Bolinas Rd",N/A,"","Log Entry Only."
2110150043,15:42,"Hit & Run, Injury","Broadway","Variety","RP was struck by a car while riding his bicycle.","Report Taken."
2110150044,16:16,"Juvenile Problem","Bank St","Rudy Contratti Field","RP advised that juveniles broke the rope on the flagpole at the baseball field, and they are now playing with the rope at the skateboard park.","Service Provided."
2110150045,16:25,"Parking Complaint","Porteous Av/Ivy Ln",N/A,"Citiizen advised of a car parked facing the wrong way.","Citation Issued."
2110150051,21:05,"Noise Complaint","Belle Av",N/A,"RP calling from lansdale reporting a group of juveniles playing electric guitars.","Advice Given."
2110150059,23:33,"Driving Under the Influence","Bolinas Rd/Broadway","Downtown","Possible 23152. Parked in the middle of town on Drake. vehicle was swerving.","GOA/UTL."
2110160001,00:28,"With Subjects","Sir Francis Drake Bl/Azalea Av",N/A,"","Verbal Warning."
2110160002,01:31,"Suspicious Circumstances","Meernaa Av",N/A,"VIA 911 RP reporting a male subject naked laying in the middle of the road. Possibly under the influence.","Service Provided."
2110160005,01:48,"Sleeper","Post Office-Center Bl",N/A,"","Verbal Warning."
2110160009,06:46,"911 HANG UPS / MISDIALS / ETC","Sir Francis Drake Bl","Victory Village","RP called and advised she cannot go back into her residence. RP is in the hallway with no shoes and seems to be hysterical over the phone. Unclear what the actual complaint is.","Service Provided."
2110160011,10:08,"911 HANG UPS / MISDIALS / ETC","Dominga Av",N/A,"Caller accidentally dialed 911, and dispatch confirmed there was no need for emergency services.","Log Entry Only."
2110160013,11:29,"Found Property","Bolinas Rd","7-11","Walk in RP dropped off found black LG phone to PD lobby.","Report Taken."
2110160014,11:37,"Parking Complaint","Park Rd",N/A,"RP is the property manager calling on behalf of resident. RP advising of a Jeep parked with a trailer partially blocking the driveway of the residence","Citation Issued."
2110160017,12:47,"Traffic Complaint / Problem","Sir Francis Drake Bl","Split Rock Tap And Wheel","RP is advisng of flow of traffic being disrupted due to biking event. RP further stated crossing guards are not letting enough vehicles through at at times.","Unfounded."
2110160018,13:06,"Parking Complaint","Broadway",N/A,"RP advising of a large white Dodge van parked leaving in sufficient clearance or too far from the curb.","Unfounded."
2110160020,13:15,"Barking Dog","Tamalpais Rd",N/A,"RP advising of a barking dog.","QOA."
2110160023,13:56,"Vehicle Release","Bolinas Rd","Police Department","","Service Provided."
2110160025,14:11,"Bicycle Traffic Stop","Post Office-Center Bl",N/A,"Blue/white.","Verbal Warning."
2110160028,14:31,"Meet the Citizen","Bolinas Rd","**10-21**","RP would like advice on a suspect who hit RP's vehicle earlier today, and how to proceed. Suspect denied doing so, but provided conact info to RP.","Advice Given."
2110160033,17:11,"Town Code Violation","Meernaa Av",N/A,"RP advising of a construsction crew working past alotted hours.","GOA/UTL."
2110160035,18:00,"Noise Complaint","Meernaa Av",N/A,"RP reporting the use of loud power tools at the location.","Responsibles advised of complaint."
2110160036,18:02,"Suspicious Vehicle","Olema Rd/Marin Rd",N/A,"RP advising of a WMA who sits inside of his vehicle for hours at a time, and when he gets out of the vehicle the subject will sometimes stare at RP. RP reports this is an ongoing issue and believe it to be suspicious and believes the subject is not from the area.","Service Provided."
2110160037,19:03,"Driving Under the Influence","Dons Market-Sir Francis Drake Bl",N/A,"","Arrest Made."
2110160043,21:53,"Animal Complaint/Problem Misc","Sir Francis Drake Bl/Marinda Dr",N/A,"VIA 911. Small buck was hit by a vehicle, vehicle took off unknown description. Buck alive with a broken leg buck in front of the church.","Service Provided."
2110160049,23:25,"Noise Complaint","Park Rd","Peri Park","Subject playing a guitar, possibly by the tennis courts.","GOA/UTL."
2110160050,23:57,"ALARM","Glen Dr","White Hill Middle School","POA: Zone 20 Portables.","Alarm - False or Unk Reason for Activation."
2110170001,00:09,"Suspicious Circumstances","Meadow Wy",N/A,"RP calling from Laurel, reporting losts of screaming coming from the area of Meadow way. RP believes it might be some kind of party.","QOA."
2110170003,02:21,"Barking Dog","Canyon Rd",N/A,"Anonymous RP calling from Bosque av, reporting a dog barking on Canyon in FPD jurisdiction.","QOA."
2110170014,10:13,"Bicycle Traffic Stop","Plaza-Center Bl",N/A,"East.","Verbal Warning."
2110170019,11:34,"Hit & Run Property Damage only","Willow Av",N/A,"RP reporting a silver van with an orange stripe that hit her vehicle, and is now parked down the steet. RP would like to file a report.","Report Taken."
2110170020,11:48,"With Subjects","Bolinas Rd",N/A,"Flagdown.","Service Provided."
2110170021,12:17,"Citizen Assist","Cascade Dr",N/A,"RP requested to sepak with an officer regarding an issue with a neighbor.","Service Provided."
2110170023,12:39,"Any civil problem","Sir Francis Drake Bl",N/A,"RP reported a possible custody order violation.","Report Taken."
2110170027,14:56,"Welfare Check","Taylor Dr","Bennett House","RP advised her neighbors dogs have been barking for hours, and that is unusual. She tried to contact the neighbor, with negative results.","Service Provided."
2110170033,17:59,"Fraud - ID Theft / Checks","Cascade Dr",N/A,"RP advised his wife is the victim of an internet scam.","Report Taken."
2110170034,18:21,"Noise Complaint","Bolinas Rd","Deer Park Villa","RP advised that a DJ, loud voices and screaming, have just started up at the restaurant. The RP wants a decibel reading done from her home.","Service Provided."
2110170035,19:05,"Welfare Check","Marinda Dr","St Ritas Church","RP requested a welfare check on a Fairfax resident.","Service Provided."
2110170037,21:50,"Footbeat","Plaza-Center Bl",N/A,"","Extra Patrol."
2110180001,00:17,"Footbeat","Downtown-Bolinas Rd/Broadway",N/A,"","Extra Patrol."
2110180004,01:19,"Footbeat","Downtown-Bolinas Rd/Broadway",N/A,"","Service Provided."
2110180011,08:43,"Abandoned Vehicle","Claus Cir",N/A,"RP reporting a black Toyota Corolla parked partially on the sidewalk. Vehicle has been there for 5 days without moving.","Log Entry Only."
2110180019,09:56,"Chalking for Parking Enforcement","Downtown-Bolinas Rd/Broadway",N/A,"","Service Provided."
2110180021,10:21,"Abandoned Vehicle","Cascade Dr/Hickory Rd",N/A,"Trailer parked over a month without moving.","Log Entry Only."
2110180022,11:30,"Miscellaneous Service","Hillside Dr",N/A,"Follow up.","Service Provided."
2110180025,12:04,"With Subjects","Way Station-Sir Francis Drake Bl",N/A,"Officer on a flag down.","Service Provided."
2110180026,12:16,"Parking Complaint","Hillside Dr",N/A,"","Verbal Warning."
2110180028,13:13,"Any civil problem","Bolinas Rd","Police Department","RP would like to speak with an officer regarding an issue with a neighbor.","Service Provided."
2110180035,14:58,"Traffic Complaint / Problem","Bolinas Rd/Creek Rd",N/A,"RP reporting in the area of Bolinas and Creek, construction workers blocking one lane. RP states there are flaggers but are not letting all vehicles pass at the same time.","Log Entry Only."
2110180037,16:08,"Any civil problem","Meadow Wy",N/A,"RP is requesting to speak to an officer about her mother who she hasn't seen in 10 years and wants to contact her but can not locate her.","Service Provided."
2110180038,16:40,"Footbeat","Downtown-Bolinas Rd/Broadway",N/A,"","Extra Patrol."
2110180043,18:18,"Parking Complaint","The Commons-Ross Commons/Lagunitas Rd-Ross",N/A,"","Service Provided."
2110180049,20:06,"Driving Under the Influence","Sir Francis Drake Bl",N/A,"PAST. Two vehicles stopped, apparent road rage incident. One of the drivers was found to be under the influence and was arrested and booked into Marin County Jail.","Arrest Made."
2110180051,20:19,"Alcohol Violation","Sir Francis Drake Bl/Claus Dr","Parkade","Anonymous RP reported subjects in a dark, possibly grey, possibly Dodge passenger car, drinking alcohol. Vehicle is parked in the Parkade.","GOA/UTL."
2110180056,23:27,"Found Property","Sir Francis Drake Bl","Rino Gas","RP brought in a credit card he found at the gas station.","Counter Report."
